Administration,Avis,Adresses,Dates,Régions,Latitudes,Longitudes,Labels
Commissariat de police de Limoges,J ai été reçu avec beaucoup d empathie par la brigade des mineurs..Monsieur Marthie.( je n ai pas l'orthographe) exactement.. j ai ressentie un homme avec un charisme énorme et très humain ..avec beaucoup  de pédagogie...merci à vous  ..soutient  à vous car vous n'avez pas un métiers facile...bien  cordialement,"84 Av. Emile Labussière, 87100 Limoges",il y a 11 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Limoges,La nuit un peu pourri car le matelas laisse à désirer la couverture de survie chauffe super bien pas de petit déjeuner et certaine femme mérite des claque parle mal met oublie que sans leur uniforme c des gens comme nous a revoir le respect ciao sinon bon repos pour reprendre une bonne semaine de taf,"84 Av. Emile Labussière, 87100 Limoges",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Neutre
Commissariat de police de Limoges,"Convoquée en tant que témoin dans le cadre d un accident routier, j ai été très bien reçue, fonctionnaires agréables et polis, un peu d attente mais manque de personnel on ne peut pas vouloir moins de fonctionnaires et avoir un service …","84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Limoges,je me suis plaint de vol tout etait clair mais aucun resultat du tout et le Gard de la porte il est raciste et et ne respecte pas Et il t’a jugé aussi 👎🏻 …,"84 Av. Emile Labussière, 87100 Limoges",il y a 7 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,"La police a Limoges, ils se permette de vous jugé, de vous critiqué, de mal vous parlé et de vous raccrocher au nez!!
Jamais vu sa.. ils sont censé être là pour nous aider, et non nous jugé... Je …","84 Av. Emile Labussière, 87100 Limoges",il y a 10 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,"J'ai passer une agréable nuit qui m'a permis de me reposer de la veille très rythmé. À l'accueil les poulets sont très respectueux, un bonjour avec le sourire ! Menotte pas trop serrée juste comme il faut ! Au dinêr les pâtes manquée de …","84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Limoges,Nous avons appelé pour une prise de renseignement au sujet du couvre feu et avons été reçu par une personne très mal aimable. Très déçue du comportement de cette dame au téléphone. Nous avions été plusieurs fois reçu sur place par des …,"84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,"Contravention alors que ma voiture était garée devant mon portail, je n'ai pas eu le temps de la rentrée. Ils font ça le plus vite possible, la maison était grande ouverte mais ils n'auraient pas l'amabilité de se présenter. Lorsque j'ai vu …","84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,"service 5 étoiles il y a quelques mois.
agents très gentils et bien rigolots.
la prochaine fois je prendrai l hôtel de police à la place de l ibis.
je recommande vivement","84 Av. Emile Labussière, 87100 Limoges",il y a 10 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Limoges,Le comiserriat a refuser ma plainte que je voulais mettre contre ma tutelle qui me laisse sans manger à répétition et me laisse dans une maison pas habitable le plancher pourri mon fils de 6 ans a passer le pieds à travers une porte pourri …,"84 Av. Emile Labussière, 87100 Limoges",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,Franchement garde a vue niquel franchement un peu dure il devrait mettre à disposition des livre la police municipale qui fesait trop les fou mais sinon la nationale des bon de fou le matelas laisse a désirer,"84 Av. Emile Labussière, 87100 Limoges",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Neutre
Commissariat de police de Limoges,C’est Zara ou un commissariat de police ? Sérieux c’est quoi ces horaires de pause entre midi et 14h… l’accueil est injoignable,"84 Av. Emile Labussière, 87100 Limoges",il y a 8 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,"Durée de la garde à vue pas trop longue, vous laisse le choix de l'avocat, cellule spacieuse, respect des gestes barrières. Je recommande.
Seul bémol : pas de geste commercial pour les clients fidèles.","84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Limoges,"Garde à vue très correcte , menottes pas trop serrées, cellule refaite à neuf et repas copieux , on vous offre un café ou une cigarette pour les fumeurs .
Flics sympas , je recommande.","84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Limoges,Aucune compréhension de leur part aucune aide de leur part franchement vaut mieux régler c'est problème sois même par 2 fois je l'ai est appelé par 2 fois sa c'est retouné contre moi une belle petite bandes d'incapables sa se sent supérieur …,"84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,"Police très bien mais faite attention a certaine personne vous prenne de haut alors que se monsieur ne m'a pas arrêté et aime beaucoup mettre des amande pour chercher la petite bête, j'espère que vous aller voir se commentaire qu'on puisse …","84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Neutre
Commissariat de police de Limoges,"Super garde a vue 48heure le service étais très à l'écoute, le gris souris au mur laisse un coté reposant lors de c'est 48 heures de méditation, je mets une étoile en moin pour le matelat qui est un peu dur.","84 Av. Emile Labussière, 87100 Limoges",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Limoges,Nous avons trouvé  un lapin dans la rue et un camion de police est venu nous aider à l’attraper. Vraiment trop sympa l’équipe !!!,"84 Av. Emile Labussière, 87100 Limoges",il y a 8 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Limoges,"La femme de l'accueil est particulièrement désagréable.
Je la soupçonne d'avoir une réelle aversion pour le travail.
Je ne comprends pas que l'on puisse mettre des gens comme ça à des postes en relation avec le public.","84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,J.ai perdu mon MON ANGE ma fille. Par conflit il n a pas fait apparaître mon audition. Affaire traitée tel un vol a l étalage JE PROMETS  DES RETOMBÉES A CETTE CHOSE QUI A MENÉE L EnQUÊTE DES RETOMBÉES.QUE SON ESPRIT NE.PEUT.MÊME PAS …,"84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,"Tapage  nocture, appeler 2 fois, ont attend encore la patrouille aujourd’hui. Et apres faut avoir du respect pour ces gens et avoir foi eux.. deplorable","84 Av. Emile Labussière, 87100 Limoges",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,Malheureusement tombé sur un agent abusif qui m'a pris de haut et qui a déformé la réalité de la situation pour me mettre une amende. Triste monde car lorsqu'on a besoin d'eux personne n'est la mais pour mettre des amendes a des personnes honnêtes qui vont seulement travailler c'est vraiment rageant,"84 Av. Emile Labussière, 87100 Limoges",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,"Très sympathiques.
Pensez à faire vos démarches de procuration en ligne pour gagner du temps au commissariat, ça prends 3 minutes.","84 Av. Emile Labussière, 87100 Limoges",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Limoges,Cellule numéro 8 peut confortable et sale. Point positif : Le WC Turc est compris dans la chambre mais l'odeur laisse a désirer.,"84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,"si vous voyez quelqu'un tirer avec une arme à feu à 6 heures du matin, ne vous embêtez pas à le signaler aux flics. ils ne viennent tout simplement pas.","84 Av. Emile Labussière, 87100 Limoges",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,"Appel à 3h50 pour tapage nocturne, réponse ""débordés d'appels, nous ne pouvons garantir un délai pour le passage"", résultat : jamais venus ! Si vous n'avez besoin de rien, appelez-les. À croire que Limoges est une ville de grande criminalité ?!","84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,"Accueil chaleureux, cellules spacieuse et WC intégré. Petit bémol, j'aurais aimé avoir un petit déjeuner et les néons mon empêché de dormir","84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Limoges,merci et bonne fêtes de fin d années a tous vos service.,"84 Av. Emile Labussière, 87100 Limoges",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Limoges,"Locaux propres, personnel sympathique qui est rapide et efficace bien que un brin terre-à-terre.","84 Av. Emile Labussière, 87100 Limoges",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Limoges,"Chambre mal agencé ,peu de luminosité..
Service déjeuner déplorable (brique de jus + gâteaux sec)","84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,"Garde à vue nickel ,repas un chaud,menottes trop serré 4 étoile sur 5","84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Limoges,J’ai pas de commentaire... toute la ville sait comment ils fonctionnent,"84 Av. Emile Labussière, 87100 Limoges",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Limoges,Accueil telephonique excellent. Renseignements donnes avec le sourire.,"84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Limoges,"Pour faire une porter de plante, ça prends une semaine ...👎 …","84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Neutre
Commissariat de police de Limoges,Very nice helpful police. Thanks,"84 Av. Emile Labussière, 87100 Limoges",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Biarritz,"Très mécontent de l'accueil incompétent et à éviter à tout pris, ils ne travaillent que sur internet. Accueil et informations inutile vos mieux rester chez sois et faire des démarches sur internet ou aller voir ailleurs il seront plus professionnel que se poste de police. (Se commissariat et totalement une perte de temps et d'essence)","1 Av. Joseph Petit, 64200 Biarritz",il y a 11 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Biarritz,"Merci pour avoir rétabli la tranquillité cette nuit dans le quartier du Port Vieux, où les vacanciers ne se rendent pas compte du bruit et de la résonance de leur paroles (surtout quand ils sont bien cuits) dans les petites rues du …","1 Av. Joseph Petit, 64200 Biarritz",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Biarritz,gendarme très moche en civile prenant une photo de ma plaque d'immatriculation quand j'allais au parcmétre payer le stationnement pour mon camion aménagé ! amende reçu 3 semaines plus tard chez moi mais tjrs en vacance ailleurs ! bref …,"1 Av. Joseph Petit, 64200 Biarritz",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Biarritz,Policiers très aimables avec les étudiants. Ils ne nous ont pas mis d'ammende pour tapage nocturne au premier coup mais seulement un avertissement (sympa). Ils sont restés très professionnels et ont refusé de rester prendre un verre.,"1 Av. Joseph Petit, 64200 Biarritz",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Biarritz,Être en vacances et ne pas avoir le choix que d aller récupérer une commande car le livreur nous a fait faux bon!Se donner le droit de nous mettre une amende pour non port d attestation ... car nous nous sommes fait planter par ce livreur …,"1 Av. Joseph Petit, 64200 Biarritz",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Biarritz,"Hôtel (de police) un peu vétuste.
Chambre assez froide.
Néanmoins personnel sympathique et café de bonne qualité.
Manque les sanitaires dans les chambres.","1 Av. Joseph Petit, 64200 Biarritz",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Neutre
Commissariat de police de Biarritz,"mensonge éhonté d'un policier en vadrouille sur la grande plage qui nous intimide et oblige à vider une bouteille de bière car "" c'est interdit de consommer de l'alcool sur la voie publique"" ce qui est un mensonge éhonté , il voulait tout simplement montrer sa toute puissance car apparement il s'ennuyait pleinement","1 Av. Joseph Petit, 64200 Biarritz",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Biarritz,"De mon expérience, envoient paître poliment au téléphone, ce qui mérite déja une étoile, c important la politesse, même un peu rugueuse.","1 Av. Joseph Petit, 64200 Biarritz",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Biarritz,Ne font pas respect les distanciation. Dans les restaurants. Encore des ripoux a la botte des riche.,"1 Av. Joseph Petit, 64200 Biarritz",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Biarritz,"3 recommandations différentes pour le même problème, toutes fausses et refus de prendre une plainte. Obligée d’aller à Bayonne pour se faire écouter!!","1 Av. Joseph Petit, 64200 Biarritz",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Biarritz,Ils ont du mérite... honnêtement merci pour l’accueil prise en charge assez rapide et merci au brigadier de police Mr SARA pour la prise en main de la plainte.,"1 Av. Joseph Petit, 64200 Biarritz",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Biarritz,"Aucun respect pour le citoyen français, difficile de croire que c'est nous qui les payons via nos impôts !","1 Av. Joseph Petit, 64200 Biarritz",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Biarritz,"Accueil chaleureux et bien veillant, cellule tempérée et propre","1 Av. Joseph Petit, 64200 Biarritz",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Biarritz,Très bon service !! Si besoin de masque ils sont là😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜 …,"1 Av. Joseph Petit, 64200 Biarritz",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Biarritz,"Une expérience horrible !!! Ils disent premier monde et plus de 10 policiers au poste de police et aucun ne parlait espagnol ou anglais
Ils ont tout volé dans notre voi …","1 Av. Joseph Petit, 64200 Biarritz",il y a 8 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
COMMISSARIAT DE POLICE DAX - 40100,"Être agent de police est donner un service au citoyen et son comportement doit être exemplaire et  me ressemble plus que un travail.

Raccrocher le téléphone  sans cordialité et politesse, c'est le minimum et c'est pas un exemple pour les citoyens , j'ai retrouvé des commerçants beaucoup plus respectueuses,acuillent et emphatiques.

Raccrocher au nez d'un citoyen sans même dire ""au revoir "" seulement montre un fois de plus le problème actuel dans la société Française.","5 Rue des Fusillés, 40100 Dax",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
COMMISSARIAT DE POLICE DAX - 40100,Séjour agréable. Suite un peu petite avec peinture vieillissante mais ça donne son charme. Hôtes disponible et à l écoute de vos besoins. Carte des menus pas très riche mais bonne maîtrise des cuissons !! Suites bien isolées mais legé …,"5 Rue des Fusillés, 40100 Dax",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
COMMISSARIAT DE POLICE DAX - 40100,Service parfait rien à redire les agents sont ni trop violent ni trop gentil ils te laissent fumer une clope quand tu veux peinture à refaire tout de même mais les toilettes turcs reste propre avec un petit mur qui cachent c'est hellah ensuite madame lopj très à l'écoute et cordiale wllj rien à redire un palace,"5 Rue des Fusillés, 40100 Dax",il y a 8 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
COMMISSARIAT DE POLICE DAX - 40100,"Accueil cordial, massage rustre mais agréable, repas très moyen, personnel peu à l'écoute, femmes de chambre canons, chambre rustique mais dépaysantes. Je recommande mais juste une fois...","5 Rue des Fusillés, 40100 Dax",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Neutre
COMMISSARIAT DE POLICE DAX - 40100,Très sympa c'est très propre rien à redire le café est plutôt bon les cellules sont très propres c'est plutôt abordable pour la nuit,"5 Rue des Fusillés, 40100 Dax",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
COMMISSARIAT DE POLICE DAX - 40100,Bonne accueil bon policier il m'a appelé gromain c coule lit assez confortable mais pas trop à revoir j'ai fais 15h30 de gav avec un arabe qui crier en général ça passe,"5 Rue des Fusillés, 40100 Dax",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Neutre
COMMISSARIAT DE POLICE DAX - 40100,"Garde à vu au top, bon accueil, bonne menotte pas trop serrer et petit repas gratuit je conseil les garde à vu","5 Rue des Fusillés, 40100 Dax",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Le Bouscat,Si vous n'avez besoin de rien....... Entrez dans ce commissariat ! Des fonctionnaires qui attendent la débauche ou la pause déjeuner puisque si vous arrivez à 12h20( fermeture 13h) on vous dit de revenir l'après-midi et quand vous revenez  on ne vous prend pas votre plainte !!! Il faudrait revoir  certains fondamentaux !! Aucune empathie... Je comprends mieux la réputation de la profession... J'ose espérer qu'il y a quand même de bons éléments dans ce bureau... Je n'ai pas eu la chance de les rencontrer..,"Av. de Tivoli, 33110 Le Bouscat",il y a 7 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Le Bouscat,"Génial le taxi nous laisse juste à l'entrée, mon lit été très confortable et le personnel est très souriant. Dommage, je crois que le concierge à fermer la porte de ma chambre sans faire exprès et ma oublié pendant 2 jour. …","Av. de Tivoli, 33110 Le Bouscat",il y a 8 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Le Bouscat,"Inutile,
Des policiers au chômage qui refusent de travailler. J'ai voulu déclarer la perte de mon porte monnaie où il y avait tout mes papiers d'identités histoire de …","Av. de Tivoli, 33110 Le Bouscat",il y a 11 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Le Bouscat,"Victime, mais avec eux, plutôt l’ impression d’ être coupable. Manque de savoir vivre , savoir être. Souvent, ils se plaignent d’ être mal vu….je me demande pourquoi. Policier, pompier etc , est une vocation. Changez de métier si vous êtes …","Av. de Tivoli, 33110 Le Bouscat",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Le Bouscat,"Très sympa ! J’ai beaucoup aimé visiter ce commissariat. D’ailleurs j’y suis retournée aujourd’hui avec un nouveau manteau. Je recommande. La veille, J’ai aussi visité le commissariat des capucins, pareil très sympa je recommande. …","Av. de Tivoli, 33110 Le Bouscat",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Le Bouscat,"C'est comme tout, il y as des gens bien et d'autre moins bien.

Malheureusement dans l'ensemble je dirait qu'il ne sont pas super agréable. et …","Av. de Tivoli, 33110 Le Bouscat",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Le Bouscat,Accueil froid et désagréable. J’espère ne jamais avoir à y retourner.,"Av. de Tivoli, 33110 Le Bouscat",il y a 11 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Le Bouscat,"Refus de prendre une plainte d'harcellement sur une personne handicapés qu'elle honte, sachant que la personne est connu par les services.","Av. de Tivoli, 33110 Le Bouscat",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Le Bouscat,Impossible de les avoir au tél.,"Av. de Tivoli, 33110 Le Bouscat",il y a 8 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Le Bouscat,Accueil froid !,"Av. de Tivoli, 33110 Le Bouscat",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Brive-la-Gaillarde,"Interlocuteur très désagréable pour une simple demande d'information.
Il ne s'agit pas de se prendre pour n'importe qui sous pretexte d'être représentant de l'autorité de la l'état......
A l'avenir soyez plus agréable ça fait pas mal.","4 Bd Anatole France, 19100 Brive-la-Gaillarde",il y a 9 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Brive-la-Gaillarde,"suite à une petite bêtise avec des collègues, nous avons remarqué que le taper n’est jamais as trop fort, juste un petit courant, menottes pas trop serré et accueil plutôt sympa avec une invitation pour y passer la nuit, je recommande","4 Bd Anatole France, 19100 Brive-la-Gaillarde",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Brive-la-Gaillarde,"Suite à une soirée très alcoolisé, j'était à la recherche d'un endroit sympa où dormir.. Et par chance un véhicule de police s'approche vers moi et me propose une chambre à l'hôtel de police.
Je me suis dit pourquoi pas ça doit être sympa je monte dans le véhicule, arrivé sur place même pas un apéritif de bien venu, ça a changé le commissariat. De plus une chambre avec 4 personne dedans... J'ai voulu une chambre pas faire une coloc moi...
Pour le lit en béton sans matelas ça fait ma ça  M*****, Puis quand tu réussi enfin à dormir on viens de réveiller et on arrête pas de te parler, proposer un petit café au moins avant.
Donc désoler messieurs je met 1 étoile, faites un effort au moins... PEACE","4 Bd Anatole France, 19100 Brive-la-Gaillarde",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Brive-la-Gaillarde,Assez déçu. L accueil n’était pas au rendez vous de plus j ai pu remarquer un léger manque de confort au niveau literie. Des personnes pas très aimable au premier abord. Je ne conseil pas!!!!!!!!,"4 Bd Anatole France, 19100 Brive-la-Gaillarde",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Brive-la-Gaillarde,"Accueil à revoir pour un commissariat
Aucune empathie bienveillance et respect pour des personnes qui sont censé représenter les force de l’orde c’est paradoxal","4 Bd Anatole France, 19100 Brive-la-Gaillarde",il y a 8 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Brive-la-Gaillarde,"Je dénonce cette injustice que j’ai subit de la part de la force de l’ordre ou plutôt force des désordres ! le 13/08/2020 à 17 h 35 j’ai subi une agression devant mon établissement, j’ai reçu des multiples coups de matraque alors que je …","4 Bd Anatole France, 19100 Brive-la-Gaillarde",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Brive-la-Gaillarde,Lit confortable machine à café up technologique menotte très joli et de marque je recommande,"4 Bd Anatole France, 19100 Brive-la-Gaillarde",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Brive-la-Gaillarde,Personnel tres accueillant et de grand conseil locaux tres jolie et tres jolie décoration,"4 Bd Anatole France, 19100 Brive-la-Gaillarde",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Brive-la-Gaillarde,"Très polis, très professionnels.","4 Bd Anatole France, 19100 Brive-la-Gaillarde",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat central de police d'Angoulême,"Accueil très désagréable. A notre arrivée pour déposer une plainte, l’agent de l’accueil n’avait aucune empathie. Il nous a expliqué que son collègue était déjà occupé avec une autre plainte et que ce serai ses collègues de nuit qui prendraient la relève. Il nous a demandé si on pouvait revenir un autre jour. On avait vraiment l’impression de déranger. Quand nous lui avons exprimé notre choix d’attendre quand même pour déposer plainte, il a esquissé un sourire comme si la situation était pathétique à ses yeux. Très agréable.
Heureusement que ses collègues de nuit qui ont remonté le niveau. Ils étaient très à l’écoute et conscients pour nous guider à déposer notre plainte.","Place du Champs de Mars, 16000 Angoulême",il y a 5 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat central de police d'Angoulême,"Contactée 2 fois en 1h pour mettre fin à un désordre au plan d'eau de la Grande Prairie, a mieux à faire que d'intervenir.
J'aurai mieux fait de demander de l'aide à la Police Municipale.","Place du Champs de Mars, 16000 Angoulême",il y a 3 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat central de police d'Angoulême,"Accueil pas top et décourageant car, pour l’agent d’accueil  nous sommes arrivées un peu tard pour porter plainte..
Les OPJ qui ont pris notre déposition en revanche étaient professionnels et bien veillant ! Nous avons même eu droit à un café.","Place du Champs de Mars, 16000 Angoulême",il y a 5 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat central de police d'Angoulême,"Aucune empathie ni respect pour une famille en deuil !
Aucune communication entre collègues d'un même service sur une enquête en cours ! …","Place du Champs de Mars, 16000 Angoulême",il y a 5 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat central de police d'Angoulême,"Accueil rapide et efficace, dépôt de plainte en moins de 30mns, professionnel, merci la police française....","Place du Champs de Mars, 16000 Angoulême",il y a 5 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat central de police d'Angoulême,"Ne pas appeler le standard, après plusieurs aiguillages on vous raccroche au nez à chaque appel.","Place du Champs de Mars, 16000 Angoulême",il y a 3 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat central de police d'Angoulême,"J'ai été reçu promptement, poliment et la policière qui a pris ma plainte était professionnelle et bienveillante.","Place du Champs de Mars, 16000 Angoulême",il y a 10 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat central de police d'Angoulême,"Si vous avez besoin de rien, vous êtes au bon commissariat...
Incompétence totale et complète des opérateurs au téléphone, on vous raccroche systématiquement, au service demandé il n'y a jamais personne qui répond... Vive la France!!!","Place du Champs de Mars, 16000 Angoulême",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat central de police d'Angoulême,"Accueil lamentable, je remplis une pré plainte et je n’ai jamais été convoqué au bout de 9 mois,..","Place du Champs de Mars, 16000 Angoulême",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat central de police d'Angoulême,"3fois que j'essais d'appeler pour un renseignement, 3fois qu'on me raccroche littéralement au nez.......alors là,  vraiment, bravo la police!!!!!!!","Place du Champs de Mars, 16000 Angoulême",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat central de police d'Angoulême,"Inadmissible, ce n'est pas parce qu'ils ont l'uniforme, qu'il faut mal nous parler et nous raccroché au nez.","Place du Champs de Mars, 16000 Angoulême",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat central de police d'Angoulême,"Aucune efficacité, si vous avez besoin de rien appelez les.","Place du Champs de Mars, 16000 Angoulême",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat central de police d'Angoulême,Ne répond pas au numéro de téléphone du site le dimanche....et comme le 17 c'est pour les urgences...,"Place du Champs de Mars, 16000 Angoulême",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat central de police d'Angoulême,Appeler un jeudi 16h personnes de répond !!! Impensable,"Place du Champs de Mars, 16000 Angoulême",il y a 10 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
