Administration,Avis,Adresses,Dates,Régions,Latitudes,Longitudes,Processing,Labels,Topics
Commissariat du 1er arrondissement - Division de sécurité de proximité Centre,Le neant.....,"66-68 La Canebière, 13001 Marseille",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,['neant'],Négatif,neant
Commissariat du 1er arrondissement - Division de sécurité de proximité Centre,"Terrible.
J'ai dû porter plainte pour cambriolage de la voiture dans un parking couvert de Marseil …","66-68 La Canebière, 13001 Marseille",il y a 9 mois, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['terrible', 'dû', 'porter', 'plainte', 'cambriolage', 'voiture', 'parking', 'couvert', 'marseil']",Négatif,terrible dû porter plainte
Commissariat du 1er arrondissement - Division de sécurité de proximité Centre,"J'étais là à partir de 14h00 et j'étais censé attendre, à 19h00 on m'a dit via le traducteur Google (aucun des employés ne parle même un mot d'anglais) que je devrais attendre jusqu'à 22h00 pour qu'un interprète vienne . Je n'avais pas l …","66-68 La Canebière, 13001 Marseille",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['là', 'partir', 'censé', 'attendre', 'dit', 'via', 'traducteur', 'google', 'aucun', 'employés', 'parle', 'mot', 'anglais', 'devrais', 'attendre', 'jusqu', 'interprète', 'vienne']",Négatif,attendre là partir censé
Commissariat du 1er arrondissement - Division de sécurité de proximité Centre,"A été attaqué par un inconnu dans la rue sans raison. Juste en face de la gare. La police l'a même entendu crier dans la rue, mais ils n'ont pas regardé. Cela a permis à l'homme confus de s'échapper. J'ai attendu deux heures à la gare, bi …","66-68 La Canebière, 13001 Marseille",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['attaqué', 'inconnu', 'rue', 'sans', 'raison', 'juste', 'face', 'gare', 'police', 'entendu', 'crier', 'rue', 'regardé', 'cela', 'permis', 'homme', 'confus', 'échapper', 'attendu', 'deux', 'heures', 'gare', 'bi']",Négatif,rue gare attaqué inconnu
CLUB MOTOCYCLISTE DE LA POLICE NATIONALE,"Je suis entré au policemotoclub en 2018 par l'intermédiaire d'une connaissance.  Frais mensuels 50 par mois J'y suis depuis 6 semaines et j'ai payé 100 euros.  le magasin est mort !!!!  J'étais souvent la seule femme assise avec de vieux retraités au ventre gras chargés de détruire le fût de bière.  voulait apprendre le français et comprenait beaucoup !!!  surtout les horribles conversations abusives quand il y avait des femmes autour.  J'étais moi-même motard.  et j'ai pensé qu'il n'y avait vraiment pas de moto dans les 6 semaines, un petit voyage avec un pique-nique qui serait horrible!  Je ne pouvais pas manger ça.  Je n'ai aucun problème avec les femmes je cherchais des connaissances !!!  pas possible !  J'ai alors arrêté d'aller dans ce club de vieillards et j'ai demandé à Bart de me rembourser une cotisation mensuelle.  parce que j'ai été expulsé.  l'argent n'a pas été remboursé à ce jour (les clubs pauvres) j'ai demandé à rester en contact avec quelques cyclistes mot actifs .non mon téléphone a été bloqué les 50 € dont le club avait un besoin urgent.  après 2,5 ans, j'ai essayé de recontacter les pilotes actifs via Facebook....  je suis bloqué !!  pas une seule personne n'est restée en contact avec moi en tant que copain????!. je suis un temps allemand difficile pour nous j'écris avec un traducteur.  certaines choses ne vont pas. Mais je veux quand même dire bonjour aux 5 gentils motopolice.  c'est dommage que le contact ait été perdu.

""A vous 5 gentile motopolice🙏""
RIDE SAFE✌️✌️
La blonde😊","1260 Bd des Armaris, 83000 Toulon",il y a 11 mois, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['entré', 'policemotoclub', 'intermédiaire', 'connaissance', 'frais', 'mensuels', 'mois', 'depuis', 'semaines', 'payé', 'euros', 'magasin', 'mort', 'souvent', 'seule', 'femme', 'assise', 'vieux', 'retraités', 'ventre', 'gras', 'chargés', 'détruire', 'bière', 'voulait', 'apprendre', 'français', 'comprenait', 'beaucoup', 'surtout', 'horribles', 'conversations', 'abusives', 'quand', 'femmes', 'autour', 'motard', 'pensé', 'vraiment', 'moto', 'semaines', 'petit', 'voyage', 'pique', 'nique', 'horrible', 'pouvais', 'manger', 'ça', 'aucun', 'problème', 'femmes', 'cherchais', 'connaissances', 'possible', 'alors', 'arrêté', 'aller', 'club', 'vieillards', 'demandé', 'bart', 'rembourser', 'cotisation', 'mensuelle', 'parce', 'expulsé', 'argent', 'remboursé', 'jour', 'clubs', 'pauvres', 'demandé', 'rester', 'contact', 'quelques', 'cyclistes', 'mot', 'actifs', 'non', 'téléphone', 'bloqué', 'dont', 'club', 'besoin', 'urgent', 'après', 'ans', 'essayé', 'recontacter', 'pilotes', 'actifs', 'via', 'facebook', 'bloqué', 'seule', 'personne', 'restée', 'contact', 'tant', 'copain', 'temps', 'allemand', 'difficile', 'écris', 'traducteur', 'certaines', 'choses', 'vont', 'veux', 'quand', 'dire', 'bonjour', 'gentils', 'motopolice', 'dommage', 'contact', 'perdu', 'gentile', 'motopolice', 'ride', 'safe', 'blonde']",Négatif,femme club contact connaissance
Commissariat de police d'Orange,Après ma réservation de chambres le 29  Les personne à l'accueil était très sympathique Emplacement très bien proche du centre-ville Cependant les chambres les sans à désirer Pas de couverte pas de matelas pas de ménage qui a été fait Vous parle même pas du petit déjeuner Cependant bien évidemment on a fait la chambre gratuite C'est commercial je pense Mais je n'y retournerai pas,"445 Av. Charles de Gaulle, 84100 Orange",il y a 11 mois, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['après', 'réservation', 'chambres', 'personne', 'accueil', 'très', 'sympathique', 'emplacement', 'très', 'proche', 'centre', 'ville', 'cependant', 'chambres', 'sans', 'désirer', 'couverte', 'matelas', 'ménage', 'fait', 'parle', 'petit', 'déjeuner', 'cependant', 'évidemment', 'fait', 'chambre', 'gratuite', 'commercial', 'pense', 'retournerai']",Négatif,chambre très cependant fait
Commissariat de Police de Tarascon,"Ma maman s est présentée ce jour pour faire procuration pour le 2eme tour.
L agent, une dame en l occurrence a été très désagréable avec des propos limite de la politesse et demandant à  ma maman de retourner chez elle le faire sur internet puis revenir demain. Sachez madame qu une personne de 76 ans n a pas forcément internet ! Ma maman est revenue toute chamboulée. C est honteux de se comporter de la sorte. Vous n aviez pas à faire à  un délinquant mais une personne courtoise venue juste accomplir son droit civique....","3 Bd du Viaduc, 13150 Tarascon",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['maman', 'présentée', 'jour', 'faire', 'procuration', 'eme', 'tour', 'agent', 'dame', 'occurrence', 'très', 'désagréable', 'propos', 'limite', 'politesse', 'demandant', 'maman', 'retourner', 'chez', 'faire', 'internet', 'puis', 'revenir', 'demain', 'sachez', 'madame', 'personne', 'ans', 'forcément', 'internet', 'maman', 'revenue', 'toute', 'chamboulée', 'honteux', 'comporter', 'sorte', 'faire', 'délinquant', 'personne', 'courtoise', 'venue', 'juste', 'accomplir', 'droit', 'civique']",Négatif,maman faire internet personne
Commissariat de Police de Tarascon,"Venu me chercher à domicile tôt le matin, le chauffeur n'était pas trop cordial.
De plus arrivé à l'hôtel, la chambre laisse a désirer, le matelas était dur …","3 Bd du Viaduc, 13150 Tarascon",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['venu', 'chercher', 'domicile', 'tôt', 'matin', 'chauffeur', 'trop', 'cordial', 'plus', 'arrivé', 'hôtel', 'chambre', 'laisse', 'désirer', 'matelas', 'dur']",Négatif,venu chercher domicile tôt
Commissariat de Police de Tarascon,"Ma femme y est allé seule pour signaler un vol, ma femme a sonné a la porte, à l'intérieur, la policière à l'accueil la regardé mais ne lui a pas ouvert. Pourtant la policière ne savait même pourquoi ma femme était là.... Imaginez si …","3 Bd du Viaduc, 13150 Tarascon",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['femme', 'allé', 'seule', 'signaler', 'vol', 'femme', 'sonné', 'porte', 'intérieur', 'policière', 'accueil', 'regardé', 'ouvert', 'pourtant', 'policière', 'savait', 'pourquoi', 'femme', 'là', 'imaginez', 'si']",Négatif,femme policière allé seule
Commissariat de police d'Arles,Vous m'avez contrôler devant la BNP de la Martine à 8h30 du matin sans me donner la raison mais et j'étais a pied je n'est pas compris pourquoi et quand on vous appel pour les quartier c'est pas la même,"Bd des Lices, 13200 Arles",il y a 9 mois, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['contrôler', 'devant', 'bnp', 'martine', 'matin', 'sans', 'donner', 'raison', 'pied', 'compris', 'pourquoi', 'quand', 'appel', 'quartier']",Négatif,contrôler devant bnp martine
Commissariat de police d'Arles,Ne font absolument rien. Est la raison principale pour laquelle Arles et ses quartiers deviennent pourri... L'incompétence la plus total... Les cartoons ont inspecteur gadget nous on a les hommes invisibles,"Bd des Lices, 13200 Arles",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['font', 'absolument', 'rien', 'raison', 'principale', 'laquelle', 'arles', 'quartiers', 'deviennent', 'pourri', 'incompétence', 'plus', 'total', 'cartoons', 'inspecteur', 'gadget', 'hommes', 'invisibles']",Négatif,font absolument rien raison
Commissariat de police d'Arles,"Ne sert à rien
A part venir chez vous parce que vous avez dit la vérité à Monsieur Macron
Ou alors venir vous chercher car vous avez obéi a votre père …","Bd des Lices, 13200 Arles",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['sert', 'rien', 'part', 'venir', 'chez', 'parce', 'dit', 'vérité', 'monsieur', 'macron', 'alors', 'venir', 'chercher', 'car', 'obéi', 'père']",Négatif,venir sert rien part
Commissariat de police d'Arles,"Aucune utilité, désagréable. J’ai appelé plusieurs fois pour tapage nocturne et personne n’est venu.","Bd des Lices, 13200 Arles",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['aucune', 'utilité', 'désagréable', 'appelé', 'plusieurs', 'fois', 'tapage', 'nocturne', 'personne', 'venu']",Négatif,aucune utilité désagréable appelé
Commissariat de police d'Arles,Ils gagnent le pompon au niveau national de l'incompétence !!,"Bd des Lices, 13200 Arles",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['gagnent', 'pompon', 'niveau', 'national', 'incompétence']",Négatif,gagnent pompon niveau national
Commissariat de police d'Arles,A fuire !,"Bd des Lices, 13200 Arles",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,['fuire'],Négatif,fuire
Commissariat de police d'Arles,Pas fameux,"Bd des Lices, 13200 Arles",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,['fameux'],Négatif,fameux
Commissariat de police d'Arles,Incompétent,"Bd des Lices, 13200 Arles",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,['incompétent'],Négatif,incompétent
Commissariat de Police,"plusieurs visites dans ce commissairiat pour divers motif: Commissariat à éviter si vous souhaitez bénéficier de vos droits. Ici les équipes ne sont obsédées que par leurs statistiques.
Donc:
- diminuer leur chiffres de criminalité, en dissuadant les gens de porter plainte
- s'abstenir de mener des enquêtes, en sabotant vos plaintes afin qu'elles n'aient pas de suites. Ainsi ils écriront des phrases que vous n'avez pas dites, et ils modifieront à leur avantage ou refuseront d'écrire ce que vous déclarez.
Leurs méthodes de manipulation sont extrêmement bien rodées, et vous allez ressortir avec le sourire, alors qu'ils vous ont pigeonné.
(imprimer la plainte sans vous la lire auparavant et vous demander de signer sans la lire ,etc...)
.
Pour eux, les caméras de vidéosurveillance publiques n'existent pas, et quand on demande qu'ils les regardent, il nous repondent: ""elles ne fonctionnent pas"", ""on peuxpas etre sûr qu'elles aient filmé...""
Les excuses sont toujours identiques: ""on a trop de travail pour pouvoir mener une enquête"", ""on ne va pas mobiliser une équipe juste pour ça"",  ""les magistrats sont débordés et classent les plaintes"", etc...
Arrêter les voleurs et les délinquants, ou ne serait ce qu'envoyer un document perdu à son propriétaire, soit en un mot ""protéger et servir"" n'est absolument pas leur objectif. Même si l'enquête est très simple.
Par contre, prendre les honnêtes citoyens  pour des pigeons, afin d'améliorer leur chiffres, là, ils n'ont aucune limite. Vous pouvez donc rentrer en tant que victime et ressortir en tant qu'accusé, juste pour améliorer leurs chiffres.
Bref allez plutôt au commissariat de Saint Just ou Saint Barnabé. Vous aurez  affaire à des gens normaux.","31 Av. Raimu, 13014 Marseille",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['plusieurs', 'visites', 'commissairiat', 'divers', 'motif', 'commissariat', 'éviter', 'si', 'souhaitez', 'bénéficier', 'droits', 'ici', 'équipes', 'obsédées', 'leurs', 'statistiques', 'donc', 'diminuer', 'chiffres', 'criminalité', 'dissuadant', 'gens', 'porter', 'plainte', 'abstenir', 'mener', 'enquêtes', 'sabotant', 'plaintes', 'afin', 'elles', 'suites', 'ainsi', 'écriront', 'phrases', 'dites', 'modifieront', 'avantage', 'refuseront', 'écrire', 'déclarez', 'leurs', 'méthodes', 'manipulation', 'extrêmement', 'rodées', 'allez', 'ressortir', 'sourire', 'alors', 'pigeonné', 'imprimer', 'plainte', 'sans', 'lire', 'auparavant', 'demander', 'signer', 'sans', 'lire', 'etc', 'caméras', 'vidéosurveillance', 'publiques', 'existent', 'quand', 'demande', 'regardent', 'repondent', 'elles', 'fonctionnent', 'peuxpas', 'etre', 'sûr', 'elles', 'filmé', 'excuses', 'toujours', 'identiques', 'trop', 'travail', 'pouvoir', 'mener', 'enquête', 'va', 'mobiliser', 'équipe', 'juste', 'ça', 'magistrats', 'débordés', 'classent', 'plaintes', 'etc', 'arrêter', 'voleurs', 'délinquants', 'envoyer', 'document', 'perdu', 'propriétaire', 'mot', 'protéger', 'servir', 'absolument', 'objectif', 'si', 'enquête', 'très', 'simple', 'contre', 'prendre', 'honnêtes', 'citoyens', 'pigeons', 'afin', 'améliorer', 'chiffres', 'là', 'aucune', 'limite', 'pouvez', 'donc', 'rentrer', 'tant', 'victime', 'ressortir', 'tant', 'accusé', 'juste', 'améliorer', 'leurs', 'chiffres', 'bref', 'allez', 'plutôt', 'commissariat', 'saint', 'saint', 'barnabé', 'affaire', 'gens', 'normaux']",Négatif,plainte leurs chiffres elles
Commissariat de Police,"Je suis allé au commissariat du merlan en 2017 pour une histoire de harcèlement, porter plainte, on m'a réconvoqué en Avril 2021","31 Av. Raimu, 13014 Marseille",il y a 9 mois, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['allé', 'commissariat', 'merlan', 'histoire', 'harcèlement', 'porter', 'plainte', 'réconvoqué', 'avril']",Négatif,allé commissariat merlan histoire
Commissariat de Police,Lamentable,"31 Av. Raimu, 13014 Marseille",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,['lamentable'],Négatif,lamentable
Direction zonale de la police aux frontières,"Je prends l avion pour Palerme aujourd hui au contrôle aéroport police aux frontières un homme de couleur me reçoit au guichet ne répond pas à mon bonjour Monsieur , et il rend ma carte d identité en la jetant sur le comptoir , superbe respect !! Comportement scandaleux","18 Bd des Peintures, 13014 Marseille",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['prends', 'avion', 'palerme', 'aujourd', 'hui', 'contrôle', 'aéroport', 'police', 'frontières', 'homme', 'couleur', 'reçoit', 'guichet', 'répond', 'bonjour', 'monsieur', 'rend', 'carte', 'identité', 'jetant', 'comptoir', 'superbe', 'respect', 'comportement', 'scandaleux']",Négatif,prends avion palerme aujourd
Hôtel de Police Nationale - Commissariat Central d'Avignon,Ils sont venu me chercher tôt à la maison alors que je me levais pour aller jardiner ! De plus le chauffeur n’était pas bavard ! Arriver la bas jetait très mécontent car le lit était dur comme de la pierre et il yavais pas de télé ! Le personnel pose des questions super intime ! Le repas est offert en revanche! J’ai pris 1 nuit d’essais je n’y retournerais certainement pas ! Il viennent voir à travers le carreau toute les heures ! On dirais qu’on est surveillé par des policiers !!! Honteux !!,"14 Bd Saint-Roch, 84000 Avignon",il y a 10 mois, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['venu', 'chercher', 'tôt', 'maison', 'alors', 'levais', 'aller', 'jardiner', 'plus', 'chauffeur', 'bavard', 'arriver', 'bas', 'jetait', 'très', 'mécontent', 'car', 'lit', 'dur', 'comme', 'pierre', 'yavais', 'télé', 'personnel', 'pose', 'questions', 'super', 'intime', 'repas', 'offert', 'revanche', 'pris', 'nuit', 'essais', 'retournerais', 'certainement', 'viennent', 'voir', 'travers', 'carreau', 'toute', 'heures', 'dirais', 'surveillé', 'policiers', 'honteux']",Négatif,venu chercher tôt maison
Hôtel de Police Nationale - Commissariat Central d'Avignon,"Je suis passée 4 fois, avant de pouvoir porter plainte pour vol. Les 3 premières fois : ""on est complet revenez demain"". La quatrième fois : ""il faut prendre rdv pour être sûr d'avoir une place"". …","14 Bd Saint-Roch, 84000 Avignon",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['passée', 'fois', 'avant', 'pouvoir', 'porter', 'plainte', 'vol', 'premières', 'fois', 'complet', 'revenez', 'demain', 'quatrième', 'fois', 'faut', 'prendre', 'rdv', 'être', 'sûr', 'avoir', 'place']",Négatif,fois passée avant pouvoir
Hôtel de Police Nationale - Commissariat Central d'Avignon,"De gros incompétent en ce qui s'agît de la loi non assistance a animaux en danger j'ai un chaton que j'ai trouvé qui n'a meme pas 2 semaine il me dit de lui donner du lait de vache car je site je ne vais pas ouvrir une pharmacie pour ça, …","14 Bd Saint-Roch, 84000 Avignon",il y a 11 mois, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['gros', 'incompétent', 'agît', 'loi', 'non', 'assistance', 'animaux', 'danger', 'chaton', 'trouvé', 'meme', 'semaine', 'dit', 'donner', 'lait', 'vache', 'car', 'site', 'vais', 'ouvrir', 'pharmacie', 'ça']",Négatif,gros incompétent agît loi
Hôtel de Police Nationale - Commissariat Central d'Avignon,"Imcompétants, j'ai portées plainte contre (l'Ase). Ils ont rien fait du tout.bien au contraire. Mal polies,et très agressives..","14 Bd Saint-Roch, 84000 Avignon",il y a 7 mois, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['imcompétants', 'portées', 'plainte', 'contre', 'ase', 'rien', 'fait', 'contraire', 'mal', 'polies', 'très', 'agressives']",Négatif,imcompétants portées plainte contre
Hôtel de Police Nationale - Commissariat Central d'Avignon,"Je gambade tranquillement au quartier et je vois quoi un camtar de ces morts venir vers moi il me dit ""oe tes qui"" je lui repond l1heouk il commence a me course comme usain bolt mais je lui mais tempete malheureusement pour lui ces dommages psk il a mis toute ca force 😂😂 …","14 Bd Saint-Roch, 84000 Avignon",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['gambade', 'tranquillement', 'quartier', 'vois', 'quoi', 'camtar', 'morts', 'venir', 'vers', 'dit', 'oe', 'repond', 'lheouk', 'commence', 'course', 'comme', 'usain', 'bolt', 'tempete', 'malheureusement', 'dommages', 'psk', 'mis', 'toute', 'ca', 'force']",Négatif,gambade tranquillement quartier vois
Hôtel de Police Nationale - Commissariat Central d'Avignon,"Le service uber n'es pas au top ils viennent vous chercher sans prévenir alors que j'étais au kraterr a joué a batelfield avec sabri sur la map  verou , ils sont entré sans me laissé finir ma parti alors que j'étais a 15 kill ensuite le …","14 Bd Saint-Roch, 84000 Avignon",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['service', 'uber', 'top', 'viennent', 'chercher', 'sans', 'prévenir', 'alors', 'kraterr', 'joué', 'batelfield', 'sabri', 'map', 'verou', 'entré', 'sans', 'laissé', 'finir', 'parti', 'alors', 'kill', 'ensuite']",Négatif,sans alors service uber
Hôtel de Police Nationale - Commissariat Central d'Avignon,"Quelle honte !
2h d’attende pour déposer une plainte,..
Accueil plus que limite.
Oú vont nos impôts !!","14 Bd Saint-Roch, 84000 Avignon",il y a 7 mois, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['quelle', 'honte', 'attende', 'déposer', 'plainte', 'accueil', 'plus', 'limite', 'oú', 'vont', 'impôts']",Négatif,quelle honte attende déposer
Hôtel de Police Nationale - Commissariat Central d'Avignon,J’ai déposé plainte cet été pour le vol de ma Mégane RS en plein mois d’août (et en vacances...) dans ce commissariat. …,"14 Bd Saint-Roch, 84000 Avignon",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['déposé', 'plainte', 'cet', 'vol', 'mégane', 'rs', 'plein', 'mois', 'août', 'vacances', 'commissariat']",Négatif,déposé plainte cet vol
Hôtel de Police Nationale - Commissariat Central d'Avignon,Personnel très désagréable à la limite de là mal politesses alors que j’ai demandé gentiment une pause clope ils ont délicatement refusé ma requête concernant la nourriture elle était avariée tiède en revanche le jus d’orange à température …,"14 Bd Saint-Roch, 84000 Avignon",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['personnel', 'très', 'désagréable', 'limite', 'là', 'mal', 'politesses', 'alors', 'demandé', 'gentiment', 'pause', 'clope', 'délicatement', 'refusé', 'requête', 'concernant', 'nourriture', 'avariée', 'tiède', 'revanche', 'jus', 'orange', 'température']",Négatif,personnel très désagréable limite
Hôtel de Police Nationale - Commissariat Central d'Avignon,"Accueil froid ,aucun relationnelles incompétent, tous comme la plupart des agents de police, je me demande quelle niveau d'étude pour devenir policier un brevet lol ?,  ,raquettes les gens c'est facile est mettre les amande tous le monde …","14 Bd Saint-Roch, 84000 Avignon",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['accueil', 'froid', 'aucun', 'relationnelles', 'incompétent', 'tous', 'comme', 'plupart', 'agents', 'police', 'demande', 'quelle', 'niveau', 'étude', 'devenir', 'policier', 'brevet', 'lol', 'raquettes', 'gens', 'facile', 'mettre', 'amande', 'tous', 'monde']",Négatif,tous accueil froid aucun
Hôtel de Police Nationale - Commissariat Central d'Avignon,Bonjour jaid fait une garde a vue dans leur  cellules froide   jais attrapé le COVID dans leur commiseria  climatisation a fond  les policier porte pas leur masque sur la bougé,"14 Bd Saint-Roch, 84000 Avignon",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['bonjour', 'jaid', 'fait', 'garde', 'vue', 'cellules', 'froide', 'jais', 'attrapé', 'covid', 'commiseria', 'climatisation', 'fond', 'policier', 'porte', 'masque', 'bougé']",Négatif,bonjour jaid fait garde
Hôtel de Police Nationale - Commissariat Central d'Avignon,Plainte déposée pour dommages causés à mon véhicule sous une caméra de surveillance. la police n'a jamais recherché à visionner les enregistrements et l'affaire a été classée sans suite. L'auteur du délit n'a jamais été recherché bien que …,"14 Bd Saint-Roch, 84000 Avignon",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['plainte', 'déposée', 'dommages', 'causés', 'véhicule', 'sous', 'caméra', 'surveillance', 'police', 'jamais', 'recherché', 'visionner', 'enregistrements', 'affaire', 'classée', 'sans', 'suite', 'auteur', 'délit', 'jamais', 'recherché']",Négatif,jamais recherché plainte déposée
Hôtel de Police Nationale - Commissariat Central d'Avignon,Ca vien me soulever au lit pour rien jetais entrain de jouer a call of jetais maitre V je suis redevenu elite II le service est nul je recommande pas jetais avec moussa il voulait me vendre des tour eiffel se fou,"14 Bd Saint-Roch, 84000 Avignon",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['ca', 'vien', 'soulever', 'lit', 'rien', 'jetais', 'entrain', 'jouer', 'call', 'jetais', 'maitre', 'v', 'redevenu', 'elite', 'ii', 'service', 'nul', 'recommande', 'jetais', 'moussa', 'voulait', 'vendre', 'tour', 'eiffel', 'fou']",Négatif,jetais ca vien soulever
Hôtel de Police Nationale - Commissariat Central d'Avignon,"A embarqué ma voiture sans raison. Aucune excuse, 0 empathie. Galère incroyable pour récupéré la voiture (injoignable), aucune communication entre les services...","14 Bd Saint-Roch, 84000 Avignon",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['embarqué', 'voiture', 'sans', 'raison', 'aucune', 'excuse', 'empathie', 'galère', 'incroyable', 'récupéré', 'voiture', 'injoignable', 'aucune', 'communication', 'entre', 'services']",Négatif,voiture aucune embarqué sans
Hôtel de Police Nationale - Commissariat Central d'Avignon,"Pas du tout disponible, pas aimable, pas du tout à l'écoute.
Très décue de ne pas pouvoir compter sur eux!","14 Bd Saint-Roch, 84000 Avignon",il y a 11 mois, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['disponible', 'aimable', 'écoute', 'très', 'décue', 'pouvoir', 'compter']",Négatif,disponible aimable écoute très
Hôtel de Police Nationale - Commissariat Central d'Avignon,Personne désagréable ils ne ont pas voulu prendre ma plainte pour vol de papier tout ça parsque je suis gens du voyage.....,"14 Bd Saint-Roch, 84000 Avignon",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['personne', 'désagréable', 'voulu', 'prendre', 'plainte', 'vol', 'papier', 'ça', 'parsque', 'gens', 'voyage']",Négatif,personne désagréable voulu prendre
Hôtel de Police Nationale - Commissariat Central d'Avignon,"Séjour pas ouf je me suis retrouvé avec une autre personne dans la même chambre, réceptionniste très incorrect et pas de petit déjeuner","14 Bd Saint-Roch, 84000 Avignon",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['séjour', 'ouf', 'retrouvé', 'autre', 'personne', 'chambre', 'réceptionniste', 'très', 'incorrect', 'petit', 'déjeuner']",Négatif,séjour ouf retrouvé autre
Hôtel de Police Nationale - Commissariat Central d'Avignon,Refuser de prendre une plainte... Signalement a l'igpn et enquete de l'igpn... 45minutes pour intervenir dans l'hotel en face! Truc de ouf...,"14 Bd Saint-Roch, 84000 Avignon",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['refuser', 'prendre', 'plainte', 'signalement', 'igpn', 'enquete', 'igpn', 'minutes', 'intervenir', 'hotel', 'face', 'truc', 'ouf']",Négatif,igpn refuser prendre plainte
Commissariat de police de Vitrolles,Hier soir trois policiers municipaux sont passer chez moi suite a un appel d'un riverain qui se plaignais du survol de sa propriété par un drone de plus de 250 grammes et inférieur a 800 grammes que je pilotait. …,"Rue Antoine Biancardini, 13127 Vitrolles",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['hier', 'soir', 'trois', 'policiers', 'municipaux', 'passer', 'chez', 'suite', 'appel', 'riverain', 'plaignais', 'survol', 'propriété', 'drone', 'plus', 'grammes', 'inférieur', 'grammes', 'pilotait']",Négatif,grammes hier soir trois
Commissariat de police de Vitrolles,"La police de vitrolles ? Je ne savais même pas qu'il y en avait une !!!! Sauf si vous me parler des trois guignols qui font la tourné des rond point pour saigner les brave gens qui sortent du travail la oui, je vois .!","Rue Antoine Biancardini, 13127 Vitrolles",il y a 1 an, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['police', 'vitrolles', 'savais', 'sauf', 'si', 'parler', 'trois', 'guignols', 'font', 'tourné', 'rond', 'point', 'saigner', 'brave', 'gens', 'sortent', 'travail', 'oui', 'vois']",Négatif,police vitrolles savais sauf
Commissariat de police de Vitrolles,"Je cite le déplacement abusif d'une de vos équipages avec preuve à l'appui par l'un de vos agents me visant et me tire déçu avec des soudaines  ! Por eso, donde estas la lei FRANÇAISE ! Méfiance !! …","Rue Antoine Biancardini, 13127 Vitrolles",il y a 2 ans, Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,"['cite', 'déplacement', 'abusif', 'équipages', 'preuve', 'appui', 'agents', 'visant', 'tire', 'déçu', 'soudaines', 'por', 'eso', 'donde', 'estas', 'lei', 'française', 'méfiance']",Négatif,cite déplacement abusif équipages
